2021-05-05 14:52:49,104 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-05-05 14:52:49,198 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-05-05 14:52:49,205 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-05-05 14:52:49,207 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-05-05 14:52:49,212 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-05-05 14:52:49,217 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-05-05 14:52:49,221 INFO  SwAddin.cs: 201 - Setting up command manager
2021-05-05 14:52:49,221 INFO  SwAddin.cs: 204 - Adding command manager
2021-05-05 14:52:49,235 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-05-05 14:52:49,238 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-05-05 14:52:49,239 INFO  SwAddin.cs: 210 - Adding event handlers
2021-05-05 14:52:49,247 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-05-05 14:57:15,243 INFO  SwAddin.cs: 294 - Assembly export called for file UR5_fliper
2021-05-05 14:57:20,310 INFO  SwAddin.cs: 313 - Saving assembly
2021-05-05 14:57:21,511 INFO  SwAddin.cs: 316 - Opening property manager
2021-05-05 14:57:21,558 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from UR5_fliper
2021-05-05 14:57:21,574 INFO  ExportHelperExtension.cs: 1136 - Found 46 in UR5_fliper
2021-05-05 14:57:21,581 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in UR5_fliper
2021-05-05 14:57:21,582 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-05 14:57:21,585 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-05-05 14:57:21,591 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J1-1
2021-05-05 14:57:21,592 INFO  ExportHelperExtension.cs: 1136 - Found 26 in J1-1
2021-05-05 14:57:21,594 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J1-1
2021-05-05 14:57:21,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2021-05-05 14:57:21,597 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Base-1
2021-05-05 14:57:21,598 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2021-05-05 14:57:21,599 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J2-1
2021-05-05 14:57:21,600 INFO  ExportHelperExtension.cs: 1136 - Found 28 in J2-1
2021-05-05 14:57:21,602 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J2-1
2021-05-05 14:57:21,602 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J4-1
2021-05-05 14:57:21,604 INFO  ExportHelperExtension.cs: 1136 - Found 26 in J4-1
2021-05-05 14:57:21,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J4-1
2021-05-05 14:57:21,606 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J6-1
2021-05-05 14:57:21,607 INFO  ExportHelperExtension.cs: 1136 - Found 24 in J6-1
2021-05-05 14:57:21,608 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J6-1
2021-05-05 14:57:21,609 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J5-1
2021-05-05 14:57:21,610 INFO  ExportHelperExtension.cs: 1136 - Found 26 in J5-1
2021-05-05 14:57:21,611 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J5-1
2021-05-05 14:57:21,612 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spatula_ee-3
2021-05-05 14:57:21,613 INFO  ExportHelperExtension.cs: 1136 - Found 30 in spatula_ee-3
2021-05-05 14:57:21,614 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spatula_ee-3
2021-05-05 14:57:21,615 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J3-1
2021-05-05 14:57:21,616 INFO  ExportHelperExtension.cs: 1136 - Found 28 in J3-1
2021-05-05 14:57:21,617 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J3-1
2021-05-05 14:57:21,618 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from UR5_fliper
2021-05-05 14:57:21,619 INFO  ExportHelperExtension.cs: 1136 - Found 46 in UR5_fliper
